datekey,fulldatealternatekey,daynumberofweek,englishdaynameofweek,spanishdaynameofweek,frenchdaynameofweek,daynumberofmonth,daynumberofyear,weeknumberofyear,englishmonthname,spanishmonthname,frenchmonthname,monthnumberofyear,calendarquarter,calendaryear,calendarsemester,fiscalquarter,fiscalyear,fiscalsemester
2016/05/15,15/05/2016,1,Sunday,Doming,Dimanche,15,136,21,May,Mayo,Mai,5,2,2016,1,4,2015,2
2016/05/16,16/05/2016,2,Monday,Lunes,Lundi,16,137,21,May,Mayo,Mai,5,2,2016,1,4,2015,2
2016/05/17,17/05/2016,3,Tuesday,Martes,Mardi,17,138,21,May,Mayo,Mai,5,2,2016,1,4,2015,2
2016/05/18,18/05/2016,4,Wednesday,Miércoles,Mercredi,18,139,21,May,Mayo,Mai,5,2,2016,1,4,2015,2
2016/05/19,19/05/2016,5,Thursday,Jueves,Jeudi,19,140,21,May,Mayo,Mai,5,2,2016,1,4,2015,2
2016/05/20,20/05/2016,6,Friday,Viernes,Vendredi,20,141,21,May,Mayo,Mai,5,2,2016,1,4,2015,2
2016/05/21,21/05/2016,7,Saturday,Sábado,Samedi,21,142,21,May,Mayo,Mai,5,2,2016,1,4,2015,2
2016/05/22,22/05/2016,1,Sunday,Doming,Dimanche,22,143,22,May,Mayo,Mai,5,2,2016,1,4,2015,2
2016/05/23,23/05/2016,2,Monday,Lunes,Lundi,23,144,22,May,Mayo,Mai,5,2,2016,1,4,2015,2
2016/05/24,24/05/2016,3,Tuesday,Martes,Mardi,24,145,22,May,Mayo,Mai,5,2,2016,1,4,2015,2
2016/05/25,25/05/2016,4,Wednesday,Miércoles,Mercredi,25,146,22,May,Mayo,Mai,5,2,2016,1,4,2015,2
2016/05/26,26/05/2016,5,Thursday,Jueves,Jeudi,26,147,22,May,Mayo,Mai,5,2,2016,1,4,2015,2
2016/05/27,27/05/2016,6,Friday,Viernes,Vendredi,27,148,22,May,Mayo,Mai,5,2,2016,1,4,2015,2
2016/05/28,28/05/2016,7,Saturday,Sábado,Samedi,28,149,22,May,Mayo,Mai,5,2,2016,1,4,2015,2
2016/05/29,29/05/2016,1,Sunday,Doming,Dimanche,29,150,23,May,Mayo,Mai,5,2,2016,1,4,2015,2
2016/05/30,30/05/2016,2,Monday,Lunes,Lundi,30,151,23,May,Mayo,Mai,5,2,2016,1,4,2015,2
2016/05/31,31/05/2016,3,Tuesday,Martes,Mardi,31,152,23,May,Mayo,Mai,5,2,2016,1,4,2015,2
2016/06/01,01/06/2016,4,Wednesday,Miércoles,Mercredi,1,153,23,June,Junio,Juin,6,2,2016,1,4,2015,2
2016/06/02,02/06/2016,5,Thursday,Jueves,Jeudi,2,154,23,June,Junio,Juin,6,2,2016,1,4,2015,2
2016/06/03,03/06/2016,6,Friday,Viernes,Vendredi,3,155,23,June,Junio,Juin,6,2,2016,1,4,2015,2
2016/06/04,04/06/2016,7,Saturday,Sábado,Samedi,4,156,23,June,Junio,Juin,6,2,2016,1,4,2015,2
2016/06/05,05/06/2016,1,Sunday,Doming,Dimanche,5,157,24,June,Junio,Juin,6,2,2016,1,4,2015,2
2016/06/06,06/06/2016,2,Monday,Lunes,Lundi,6,158,24,June,Junio,Juin,6,2,2016,1,4,2015,2
2016/06/07,07/06/2016,3,Tuesday,Martes,Mardi,7,159,24,June,Junio,Juin,6,2,2016,1,4,2015,2
2016/06/08,08/06/2016,4,Wednesday,Miércoles,Mercredi,8,160,24,June,Junio,Juin,6,2,2016,1,4,2015,2
2016/06/09,09/06/2016,5,Thursday,Jueves,Jeudi,9,161,24,June,Junio,Juin,6,2,2016,1,4,2015,2
2016/06/10,10/06/2016,6,Friday,Viernes,Vendredi,10,162,24,June,Junio,Juin,6,2,2016,1,4,2015,2
2016/06/11,11/06/2016,7,Saturday,Sábado,Samedi,11,163,24,June,Junio,Juin,6,2,2016,1,4,2015,2
2016/06/12,12/06/2016,1,Sunday,Doming,Dimanche,12,164,25,June,Junio,Juin,6,2,2016,1,4,2015,2
2016/06/13,13/06/2016,2,Monday,Lunes,Lundi,13,165,25,June,Junio,Juin,6,2,2016,1,4,2015,2
2016/06/14,14/06/2016,3,Tuesday,Martes,Mardi,14,166,25,June,Junio,Juin,6,2,2016,1,4,2015,2
2016/06/15,15/06/2016,4,Wednesday,Miércoles,Mercredi,15,167,25,June,Junio,Juin,6,2,2016,1,4,2015,2
2016/06/16,16/06/2016,5,Thursday,Jueves,Jeudi,16,168,25,June,Junio,Juin,6,2,2016,1,4,2015,2
2016/06/17,17/06/2016,6,Friday,Viernes,Vendredi,17,169,25,June,Junio,Juin,6,2,2016,1,4,2015,2
2016/06/18,18/06/2016,7,Saturday,Sábado,Samedi,18,170,25,June,Junio,Juin,6,2,2016,1,4,2015,2
2016/06/19,19/06/2016,1,Sunday,Doming,Dimanche,19,171,26,June,Junio,Juin,6,2,2016,1,4,2015,2
2016/06/20,20/06/2016,2,Monday,Lunes,Lundi,20,172,26,June,Junio,Juin,6,2,2016,1,4,2015,2
2016/06/21,21/06/2016,3,Tuesday,Martes,Mardi,21,173,26,June,Junio,Juin,6,2,2016,1,4,2015,2
2016/06/22,22/06/2016,4,Wednesday,Miércoles,Mercredi,22,174,26,June,Junio,Juin,6,2,2016,1,4,2015,2
2016/06/23,23/06/2016,5,Thursday,Jueves,Jeudi,23,175,26,June,Junio,Juin,6,2,2016,1,4,2015,2
2016/06/24,24/06/2016,6,Friday,Viernes,Vendredi,24,176,26,June,Junio,Juin,6,2,2016,1,4,2015,2
2016/06/25,25/06/2016,7,Saturday,Sábado,Samedi,25,177,26,June,Junio,Juin,6,2,2016,1,4,2015,2
2016/06/26,26/06/2016,1,Sunday,Doming,Dimanche,26,178,27,June,Junio,Juin,6,2,2016,1,4,2015,2
2016/06/27,27/06/2016,2,Monday,Lunes,Lundi,27,179,27,June,Junio,Juin,6,2,2016,1,4,2015,2
2016/06/28,28/06/2016,3,Tuesday,Martes,Mardi,28,180,27,June,Junio,Juin,6,2,2016,1,4,2015,2
2016/06/29,29/06/2016,4,Wednesday,Miércoles,Mercredi,29,181,27,June,Junio,Juin,6,2,2016,1,4,2015,2
2016/06/30,30/06/2016,5,Thursday,Jueves,Jeudi,30,182,27,June,Junio,Juin,6,2,2016,1,4,2015,2
2016/07/01,01/07/2016,6,Friday,Viernes,Vendredi,1,183,27,July,Julio,Juillet,7,3,2016,2,1,2016,1
2016/07/02,02/07/2016,7,Saturday,Sábado,Samedi,2,184,27,July,Julio,Juillet,7,3,2016,2,1,2016,1
2016/07/03,03/07/2016,1,Sunday,Doming,Dimanche,3,185,28,July,Julio,Juillet,7,3,2016,2,1,2016,1
2016/07/04,04/07/2016,2,Monday,Lunes,Lundi,4,186,28,July,Julio,Juillet,7,3,2016,2,1,2016,1
2016/07/05,05/07/2016,3,Tuesday,Martes,Mardi,5,187,28,July,Julio,Juillet,7,3,2016,2,1,2016,1
2016/07/06,06/07/2016,4,Wednesday,Miércoles,Mercredi,6,188,28,July,Julio,Juillet,7,3,2016,2,1,2016,1
2016/07/07,07/07/2016,5,Thursday,Jueves,Jeudi,7,189,28,July,Julio,Juillet,7,3,2016,2,1,2016,1
2016/07/08,08/07/2016,6,Friday,Viernes,Vendredi,8,190,28,July,Julio,Juillet,7,3,2016,2,1,2016,1
2016/07/09,09/07/2016,7,Saturday,Sábado,Samedi,9,191,28,July,Julio,Juillet,7,3,2016,2,1,2016,1
2016/07/10,10/07/2016,1,Sunday,Doming,Dimanche,10,192,29,July,Julio,Juillet,7,3,2016,2,1,2016,1
2016/07/11,11/07/2016,2,Monday,Lunes,Lundi,11,193,29,July,Julio,Juillet,7,3,2016,2,1,2016,1
2016/07/12,12/07/2016,3,Tuesday,Martes,Mardi,12,194,29,July,Julio,Juillet,7,3,2016,2,1,2016,1
2016/07/13,13/07/2016,4,Wednesday,Miércoles,Mercredi,13,195,29,July,Julio,Juillet,7,3,2016,2,1,2016,1
2016/07/14,14/07/2016,5,Thursday,Jueves,Jeudi,14,196,29,July,Julio,Juillet,7,3,2016,2,1,2016,1
2016/07/15,15/07/2016,6,Friday,Viernes,Vendredi,15,197,29,July,Julio,Juillet,7,3,2016,2,1,2016,1
2016/07/16,16/07/2016,7,Saturday,Sábado,Samedi,16,198,29,July,Julio,Juillet,7,3,2016,2,1,2016,1
2016/07/17,17/07/2016,1,Sunday,Doming,Dimanche,17,199,30,July,Julio,Juillet,7,3,2016,2,1,2016,1
2016/07/18,18/07/2016,2,Monday,Lunes,Lundi,18,200,30,July,Julio,Juillet,7,3,2016,2,1,2016,1
2016/07/19,19/07/2016,3,Tuesday,Martes,Mardi,19,201,30,July,Julio,Juillet,7,3,2016,2,1,2016,1
2016/07/20,20/07/2016,4,Wednesday,Miércoles,Mercredi,20,202,30,July,Julio,Juillet,7,3,2016,2,1,2016,1
2016/07/21,21/07/2016,5,Thursday,Jueves,Jeudi,21,203,30,July,Julio,Juillet,7,3,2016,2,1,2016,1
2016/07/22,22/07/2016,6,Friday,Viernes,Vendredi,22,204,30,July,Julio,Juillet,7,3,2016,2,1,2016,1
2016/07/23,23/07/2016,7,Saturday,Sábado,Samedi,23,205,30,July,Julio,Juillet,7,3,2016,2,1,2016,1
2016/07/24,24/07/2016,1,Sunday,Doming,Dimanche,24,206,31,July,Julio,Juillet,7,3,2016,2,1,2016,1
2016/07/25,25/07/2016,2,Monday,Lunes,Lundi,25,207,31,July,Julio,Juillet,7,3,2016,2,1,2016,1
2016/07/26,26/07/2016,3,Tuesday,Martes,Mardi,26,208,31,July,Julio,Juillet,7,3,2016,2,1,2016,1
2016/07/27,27/07/2016,4,Wednesday,Miércoles,Mercredi,27,209,31,July,Julio,Juillet,7,3,2016,2,1,2016,1
2016/07/28,28/07/2016,5,Thursday,Jueves,Jeudi,28,210,31,July,Julio,Juillet,7,3,2016,2,1,2016,1
2016/07/29,29/07/2016,6,Friday,Viernes,Vendredi,29,211,31,July,Julio,Juillet,7,3,2016,2,1,2016,1
2016/07/30,30/07/2016,7,Saturday,Sábado,Samedi,30,212,31,July,Julio,Juillet,7,3,2016,2,1,2016,1
2016/07/31,31/07/2016,1,Sunday,Doming,Dimanche,31,213,32,July,Julio,Juillet,7,3,2016,2,1,2016,1
2016/08/01,01/08/2016,2,Monday,Lunes,Lundi,1,214,32,August,Agosto,Août,8,3,2016,2,1,2016,1
2016/08/02,02/08/2016,3,Tuesday,Martes,Mardi,2,215,32,August,Agosto,Août,8,3,2016,2,1,2016,1
2016/08/03,03/08/2016,4,Wednesday,Miércoles,Mercredi,3,216,32,August,Agosto,Août,8,3,2016,2,1,2016,1
2016/08/04,04/08/2016,5,Thursday,Jueves,Jeudi,4,217,32,August,Agosto,Août,8,3,2016,2,1,2016,1
2016/08/05,05/08/2016,6,Friday,Viernes,Vendredi,5,218,32,August,Agosto,Août,8,3,2016,2,1,2016,1
2016/08/06,06/08/2016,7,Saturday,Sábado,Samedi,6,219,32,August,Agosto,Août,8,3,2016,2,1,2016,1
2016/08/07,07/08/2016,1,Sunday,Doming,Dimanche,7,220,33,August,Agosto,Août,8,3,2016,2,1,2016,1
2016/08/08,08/08/2016,2,Monday,Lunes,Lundi,8,221,33,August,Agosto,Août,8,3,2016,2,1,2016,1
2016/08/09,09/08/2016,3,Tuesday,Martes,Mardi,9,222,33,August,Agosto,Août,8,3,2016,2,1,2016,1
2016/08/10,10/08/2016,4,Wednesday,Miércoles,Mercredi,10,223,33,August,Agosto,Août,8,3,2016,2,1,2016,1
2016/08/11,11/08/2016,5,Thursday,Jueves,Jeudi,11,224,33,August,Agosto,Août,8,3,2016,2,1,2016,1
2016/08/12,12/08/2016,6,Friday,Viernes,Vendredi,12,225,33,August,Agosto,Août,8,3,2016,2,1,2016,1
2016/08/13,13/08/2016,7,Saturday,Sábado,Samedi,13,226,33,August,Agosto,Août,8,3,2016,2,1,2016,1
2016/08/14,14/08/2016,1,Sunday,Doming,Dimanche,14,227,34,August,Agosto,Août,8,3,2016,2,1,2016,1
2016/08/15,15/08/2016,2,Monday,Lunes,Lundi,15,228,34,August,Agosto,Août,8,3,2016,2,1,2016,1
2016/08/16,16/08/2016,3,Tuesday,Martes,Mardi,16,229,34,August,Agosto,Août,8,3,2016,2,1,2016,1
2016/08/17,17/08/2016,4,Wednesday,Miércoles,Mercredi,17,230,34,August,Agosto,Août,8,3,2016,2,1,2016,1
2016/08/18,18/08/2016,5,Thursday,Jueves,Jeudi,18,231,34,August,Agosto,Août,8,3,2016,2,1,2016,1
2016/08/19,19/08/2016,6,Friday,Viernes,Vendredi,19,232,34,August,Agosto,Août,8,3,2016,2,1,2016,1
2016/08/20,20/08/2016,7,Saturday,Sábado,Samedi,20,233,34,August,Agosto,Août,8,3,2016,2,1,2016,1
2016/08/21,21/08/2016,1,Sunday,Doming,Dimanche,21,234,35,August,Agosto,Août,8,3,2016,2,1,2016,1
2016/08/22,22/08/2016,2,Monday,Lunes,Lundi,22,235,35,August,Agosto,Août,8,3,2016,2,1,2016,1
2016/08/23,23/08/2016,3,Tuesday,Martes,Mardi,23,236,35,August,Agosto,Août,8,3,2016,2,1,2016,1
2016/08/24,24/08/2016,4,Wednesday,Miércoles,Mercredi,24,237,35,August,Agosto,Août,8,3,2016,2,1,2016,1
2016/08/25,25/08/2016,5,Thursday,Jueves,Jeudi,25,238,35,August,Agosto,Août,8,3,2016,2,1,2016,1
2016/08/26,26/08/2016,6,Friday,Viernes,Vendredi,26,239,35,August,Agosto,Août,8,3,2016,2,1,2016,1
2016/08/27,27/08/2016,7,Saturday,Sábado,Samedi,27,240,35,August,Agosto,Août,8,3,2016,2,1,2016,1
2016/08/28,28/08/2016,1,Sunday,Doming,Dimanche,28,241,36,August,Agosto,Août,8,3,2016,2,1,2016,1
2016/08/29,29/08/2016,2,Monday,Lunes,Lundi,29,242,36,August,Agosto,Août,8,3,2016,2,1,2016,1
2016/08/30,30/08/2016,3,Tuesday,Martes,Mardi,30,243,36,August,Agosto,Août,8,3,2016,2,1,2016,1
2016/08/31,31/08/2016,4,Wednesday,Miércoles,Mercredi,31,244,36,August,Agosto,Août,8,3,2016,2,1,2016,1
2016/09/01,01/09/2016,5,Thursday,Jueves,Jeudi,1,245,36,September,Septiembre,Septembre,9,3,2016,2,1,2016,1
2016/09/02,02/09/2016,6,Friday,Viernes,Vendredi,2,246,36,September,Septiembre,Septembre,9,3,2016,2,1,2016,1
2016/09/03,03/09/2016,7,Saturday,Sábado,Samedi,3,247,36,September,Septiembre,Septembre,9,3,2016,2,1,2016,1
2016/09/04,04/09/2016,1,Sunday,Doming,Dimanche,4,248,37,September,Septiembre,Septembre,9,3,2016,2,1,2016,1
2016/09/05,05/09/2016,2,Monday,Lunes,Lundi,5,249,37,September,Septiembre,Septembre,9,3,2016,2,1,2016,1
2016/09/06,06/09/2016,3,Tuesday,Martes,Mardi,6,250,37,September,Septiembre,Septembre,9,3,2016,2,1,2016,1
2016/09/07,07/09/2016,4,Wednesday,Miércoles,Mercredi,7,251,37,September,Septiembre,Septembre,9,3,2016,2,1,2016,1
2016/09/08,08/09/2016,5,Thursday,Jueves,Jeudi,8,252,37,September,Septiembre,Septembre,9,3,2016,2,1,2016,1
2016/09/09,09/09/2016,6,Friday,Viernes,Vendredi,9,253,37,September,Septiembre,Septembre,9,3,2016,2,1,2016,1
2016/09/10,10/09/2016,7,Saturday,Sábado,Samedi,10,254,37,September,Septiembre,Septembre,9,3,2016,2,1,2016,1
2016/09/11,11/09/2016,1,Sunday,Doming,Dimanche,11,255,38,September,Septiembre,Septembre,9,3,2016,2,1,2016,1
2016/09/12,12/09/2016,2,Monday,Lunes,Lundi,12,256,38,September,Septiembre,Septembre,9,3,2016,2,1,2016,1
2016/09/13,13/09/2016,3,Tuesday,Martes,Mardi,13,257,38,September,Septiembre,Septembre,9,3,2016,2,1,2016,1
2016/09/14,14/09/2016,4,Wednesday,Miércoles,Mercredi,14,258,38,September,Septiembre,Septembre,9,3,2016,2,1,2016,1
2016/09/15,15/09/2016,5,Thursday,Jueves,Jeudi,15,259,38,September,Septiembre,Septembre,9,3,2016,2,1,2016,1
2016/09/16,16/09/2016,6,Friday,Viernes,Vendredi,16,260,38,September,Septiembre,Septembre,9,3,2016,2,1,2016,1
2016/09/17,17/09/2016,7,Saturday,Sábado,Samedi,17,261,38,September,Septiembre,Septembre,9,3,2016,2,1,2016,1
2016/09/18,18/09/2016,1,Sunday,Doming,Dimanche,18,262,39,September,Septiembre,Septembre,9,3,2016,2,1,2016,1
2016/09/19,19/09/2016,2,Monday,Lunes,Lundi,19,263,39,September,Septiembre,Septembre,9,3,2016,2,1,2016,1
2016/09/20,20/09/2016,3,Tuesday,Martes,Mardi,20,264,39,September,Septiembre,Septembre,9,3,2016,2,1,2016,1
2016/09/21,21/09/2016,4,Wednesday,Miércoles,Mercredi,21,265,39,September,Septiembre,Septembre,9,3,2016,2,1,2016,1
2016/09/22,22/09/2016,5,Thursday,Jueves,Jeudi,22,266,39,September,Septiembre,Septembre,9,3,2016,2,1,2016,1
2016/09/23,23/09/2016,6,Friday,Viernes,Vendredi,23,267,39,September,Septiembre,Septembre,9,3,2016,2,1,2016,1
2016/09/24,24/09/2016,7,Saturday,Sábado,Samedi,24,268,39,September,Septiembre,Septembre,9,3,2016,2,1,2016,1
2016/09/25,25/09/2016,1,Sunday,Doming,Dimanche,25,269,40,September,Septiembre,Septembre,9,3,2016,2,1,2016,1
2016/09/26,26/09/2016,2,Monday,Lunes,Lundi,26,270,40,September,Septiembre,Septembre,9,3,2016,2,1,2016,1
2016/09/27,27/09/2016,3,Tuesday,Martes,Mardi,27,271,40,September,Septiembre,Septembre,9,3,2016,2,1,2016,1
2016/09/28,28/09/2016,4,Wednesday,Miércoles,Mercredi,28,272,40,September,Septiembre,Septembre,9,3,2016,2,1,2016,1
2016/09/29,29/09/2016,5,Thursday,Jueves,Jeudi,29,273,40,September,Septiembre,Septembre,9,3,2016,2,1,2016,1
2016/09/30,30/09/2016,6,Friday,Viernes,Vendredi,30,274,40,September,Septiembre,Septembre,9,3,2016,2,1,2016,1
2016/10/01,01/10/2016,7,Saturday,Sábado,Samedi,1,275,40,October,Octubre,Octobre,10,4,2016,2,2,2016,1
2016/10/02,02/10/2016,1,Sunday,Doming,Dimanche,2,276,41,October,Octubre,Octobre,10,4,2016,2,2,2016,1
2016/10/03,03/10/2016,2,Monday,Lunes,Lundi,3,277,41,October,Octubre,Octobre,10,4,2016,2,2,2016,1
2016/10/04,04/10/2016,3,Tuesday,Martes,Mardi,4,278,41,October,Octubre,Octobre,10,4,2016,2,2,2016,1
2016/10/05,05/10/2016,4,Wednesday,Miércoles,Mercredi,5,279,41,October,Octubre,Octobre,10,4,2016,2,2,2016,1
2016/10/06,06/10/2016,5,Thursday,Jueves,Jeudi,6,280,41,October,Octubre,Octobre,10,4,2016,2,2,2016,1
2016/10/07,07/10/2016,6,Friday,Viernes,Vendredi,7,281,41,October,Octubre,Octobre,10,4,2016,2,2,2016,1
2016/10/08,08/10/2016,7,Saturday,Sábado,Samedi,8,282,41,October,Octubre,Octobre,10,4,2016,2,2,2016,1
2016/10/09,09/10/2016,1,Sunday,Doming,Dimanche,9,283,42,October,Octubre,Octobre,10,4,2016,2,2,2016,1
2016/10/10,10/10/2016,2,Monday,Lunes,Lundi,10,284,42,October,Octubre,Octobre,10,4,2016,2,2,2016,1
2016/10/11,11/10/2016,3,Tuesday,Martes,Mardi,11,285,42,October,Octubre,Octobre,10,4,2016,2,2,2016,1
2016/10/12,12/10/2016,4,Wednesday,Miércoles,Mercredi,12,286,42,October,Octubre,Octobre,10,4,2016,2,2,2016,1
2016/10/13,13/10/2016,5,Thursday,Jueves,Jeudi,13,287,42,October,Octubre,Octobre,10,4,2016,2,2,2016,1
2016/10/14,14/10/2016,6,Friday,Viernes,Vendredi,14,288,42,October,Octubre,Octobre,10,4,2016,2,2,2016,1
2016/10/15,15/10/2016,7,Saturday,Sábado,Samedi,15,289,42,October,Octubre,Octobre,10,4,2016,2,2,2016,1
2016/10/16,16/10/2016,1,Sunday,Doming,Dimanche,16,290,43,October,Octubre,Octobre,10,4,2016,2,2,2016,1
2016/10/17,17/10/2016,2,Monday,Lunes,Lundi,17,291,43,October,Octubre,Octobre,10,4,2016,2,2,2016,1
2016/10/18,18/10/2016,3,Tuesday,Martes,Mardi,18,292,43,October,Octubre,Octobre,10,4,2016,2,2,2016,1
2016/10/19,19/10/2016,4,Wednesday,Miércoles,Mercredi,19,293,43,October,Octubre,Octobre,10,4,2016,2,2,2016,1
2016/10/20,20/10/2016,5,Thursday,Jueves,Jeudi,20,294,43,October,Octubre,Octobre,10,4,2016,2,2,2016,1
2016/10/21,21/10/2016,6,Friday,Viernes,Vendredi,21,295,43,October,Octubre,Octobre,10,4,2016,2,2,2016,1
2016/10/22,22/10/2016,7,Saturday,Sábado,Samedi,22,296,43,October,Octubre,Octobre,10,4,2016,2,2,2016,1
2016/10/23,23/10/2016,1,Sunday,Doming,Dimanche,23,297,44,October,Octubre,Octobre,10,4,2016,2,2,2016,1
2016/10/24,24/10/2016,2,Monday,Lunes,Lundi,24,298,44,October,Octubre,Octobre,10,4,2016,2,2,2016,1
2016/10/25,25/10/2016,3,Tuesday,Martes,Mardi,25,299,44,October,Octubre,Octobre,10,4,2016,2,2,2016,1
2016/10/26,26/10/2016,4,Wednesday,Miércoles,Mercredi,26,300,44,October,Octubre,Octobre,10,4,2016,2,2,2016,1
2016/10/27,27/10/2016,5,Thursday,Jueves,Jeudi,27,301,44,October,Octubre,Octobre,10,4,2016,2,2,2016,1
2016/10/28,28/10/2016,6,Friday,Viernes,Vendredi,28,302,44,October,Octubre,Octobre,10,4,2016,2,2,2016,1
2016/10/29,29/10/2016,7,Saturday,Sábado,Samedi,29,303,44,October,Octubre,Octobre,10,4,2016,2,2,2016,1
2016/10/30,30/10/2016,1,Sunday,Doming,Dimanche,30,304,45,October,Octubre,Octobre,10,4,2016,2,2,2016,1
2016/10/31,31/10/2016,2,Monday,Lunes,Lundi,31,305,45,October,Octubre,Octobre,10,4,2016,2,2,2016,1
2016/11/01,01/11/2016,3,Tuesday,Martes,Mardi,1,306,45,November,Noviembre,Novembre,11,4,2016,2,2,2016,1
2016/11/02,02/11/2016,4,Wednesday,Miércoles,Mercredi,2,307,45,November,Noviembre,Novembre,11,4,2016,2,2,2016,1
2016/11/03,03/11/2016,5,Thursday,Jueves,Jeudi,3,308,45,November,Noviembre,Novembre,11,4,2016,2,2,2016,1
2016/11/04,04/11/2016,6,Friday,Viernes,Vendredi,4,309,45,November,Noviembre,Novembre,11,4,2016,2,2,2016,1
2016/11/05,05/11/2016,7,Saturday,Sábado,Samedi,5,310,45,November,Noviembre,Novembre,11,4,2016,2,2,2016,1
2016/11/06,06/11/2016,1,Sunday,Doming,Dimanche,6,311,46,November,Noviembre,Novembre,11,4,2016,2,2,2016,1
2016/11/07,07/11/2016,2,Monday,Lunes,Lundi,7,312,46,November,Noviembre,Novembre,11,4,2016,2,2,2016,1
2016/11/08,08/11/2016,3,Tuesday,Martes,Mardi,8,313,46,November,Noviembre,Novembre,11,4,2016,2,2,2016,1
2016/11/09,09/11/2016,4,Wednesday,Miércoles,Mercredi,9,314,46,November,Noviembre,Novembre,11,4,2016,2,2,2016,1
2016/11/10,10/11/2016,5,Thursday,Jueves,Jeudi,10,315,46,November,Noviembre,Novembre,11,4,2016,2,2,2016,1
2016/11/11,11/11/2016,6,Friday,Viernes,Vendredi,11,316,46,November,Noviembre,Novembre,11,4,2016,2,2,2016,1
2016/11/12,12/11/2016,7,Saturday,Sábado,Samedi,12,317,46,November,Noviembre,Novembre,11,4,2016,2,2,2016,1
2016/11/13,13/11/2016,1,Sunday,Doming,Dimanche,13,318,47,November,Noviembre,Novembre,11,4,2016,2,2,2016,1
2016/11/14,14/11/2016,2,Monday,Lunes,Lundi,14,319,47,November,Noviembre,Novembre,11,4,2016,2,2,2016,1
2016/11/15,15/11/2016,3,Tuesday,Martes,Mardi,15,320,47,November,Noviembre,Novembre,11,4,2016,2,2,2016,1
2016/11/16,16/11/2016,4,Wednesday,Miércoles,Mercredi,16,321,47,November,Noviembre,Novembre,11,4,2016,2,2,2016,1
2016/11/17,17/11/2016,5,Thursday,Jueves,Jeudi,17,322,47,November,Noviembre,Novembre,11,4,2016,2,2,2016,1
2016/11/18,18/11/2016,6,Friday,Viernes,Vendredi,18,323,47,November,Noviembre,Novembre,11,4,2016,2,2,2016,1
2016/11/19,19/11/2016,7,Saturday,Sábado,Samedi,19,324,47,November,Noviembre,Novembre,11,4,2016,2,2,2016,1
2016/11/20,20/11/2016,1,Sunday,Doming,Dimanche,20,325,48,November,Noviembre,Novembre,11,4,2016,2,2,2016,1
2016/11/21,21/11/2016,2,Monday,Lunes,Lundi,21,326,48,November,Noviembre,Novembre,11,4,2016,2,2,2016,1
2016/11/22,22/11/2016,3,Tuesday,Martes,Mardi,22,327,48,November,Noviembre,Novembre,11,4,2016,2,2,2016,1
2016/11/23,23/11/2016,4,Wednesday,Miércoles,Mercredi,23,328,48,November,Noviembre,Novembre,11,4,2016,2,2,2016,1
2016/11/24,24/11/2016,5,Thursday,Jueves,Jeudi,24,329,48,November,Noviembre,Novembre,11,4,2016,2,2,2016,1
2016/11/25,25/11/2016,6,Friday,Viernes,Vendredi,25,330,48,November,Noviembre,Novembre,11,4,2016,2,2,2016,1
2016/11/26,26/11/2016,7,Saturday,Sábado,Samedi,26,331,48,November,Noviembre,Novembre,11,4,2016,2,2,2016,1
2016/11/27,27/11/2016,1,Sunday,Doming,Dimanche,27,332,49,November,Noviembre,Novembre,11,4,2016,2,2,2016,1
2016/11/28,28/11/2016,2,Monday,Lunes,Lundi,28,333,49,November,Noviembre,Novembre,11,4,2016,2,2,2016,1
2016/11/29,29/11/2016,3,Tuesday,Martes,Mardi,29,334,49,November,Noviembre,Novembre,11,4,2016,2,2,2016,1
2016/11/30,30/11/2016,4,Wednesday,Miércoles,Mercredi,30,335,49,November,Noviembre,Novembre,11,4,2016,2,2,2016,1
2016/12/01,01/12/2016,5,Thursday,Jueves,Jeudi,1,336,49,December,Diciembre,Décembre,12,4,2016,2,2,2016,1
2016/12/02,02/12/2016,6,Friday,Viernes,Vendredi,2,337,49,December,Diciembre,Décembre,12,4,2016,2,2,2016,1
2016/12/03,03/12/2016,7,Saturday,Sábado,Samedi,3,338,49,December,Diciembre,Décembre,12,4,2016,2,2,2016,1
2016/12/04,04/12/2016,1,Sunday,Doming,Dimanche,4,339,50,December,Diciembre,Décembre,12,4,2016,2,2,2016,1
2016/12/05,05/12/2016,2,Monday,Lunes,Lundi,5,340,50,December,Diciembre,Décembre,12,4,2016,2,2,2016,1
2016/12/06,06/12/2016,3,Tuesday,Martes,Mardi,6,341,50,December,Diciembre,Décembre,12,4,2016,2,2,2016,1
2016/12/07,07/12/2016,4,Wednesday,Miércoles,Mercredi,7,342,50,December,Diciembre,Décembre,12,4,2016,2,2,2016,1
2016/12/08,08/12/2016,5,Thursday,Jueves,Jeudi,8,343,50,December,Diciembre,Décembre,12,4,2016,2,2,2016,1
2016/12/09,09/12/2016,6,Friday,Viernes,Vendredi,9,344,50,December,Diciembre,Décembre,12,4,2016,2,2,2016,1
2016/12/10,10/12/2016,7,Saturday,Sábado,Samedi,10,345,50,December,Diciembre,Décembre,12,4,2016,2,2,2016,1
2016/12/11,11/12/2016,1,Sunday,Doming,Dimanche,11,346,51,December,Diciembre,Décembre,12,4,2016,2,2,2016,1
2016/12/12,12/12/2016,2,Monday,Lunes,Lundi,12,347,51,December,Diciembre,Décembre,12,4,2016,2,2,2016,1
2016/12/13,13/12/2016,3,Tuesday,Martes,Mardi,13,348,51,December,Diciembre,Décembre,12,4,2016,2,2,2016,1
